Measurement date,Measurement time,Site,Instrument,UV Total Index,Level,Data Quality
13/01/2022,15:30:00,Reading,DM150,0.1,R,G
13/01/2022,15:00:00,Reading,DM150,0.2,R,G
13/01/2022,14:30:00,Reading,DM150,0.3,R,G
13/01/2022,14:00:00,Reading,DM150,0.4,R,G
13/01/2022,13:30:00,Reading,DM150,0.5,R,G
13/01/2022,13:00:00,Reading,DM150,0.6,R,G
13/01/2022,12:30:00,Reading,DM150,0.6,R,G
13/01/2022,12:00:00,Reading,DM150,0.6,R,G
13/01/2022,11:30:00,Reading,DM150,0.6,R,G
13/01/2022,11:00:00,Reading,DM150,0.5,R,G
13/01/2022,10:30:00,Reading,DM150,0.4,R,G
13/01/2022,10:00:00,Reading,DM150,0.3,R,G
13/01/2022,09:30:00,Reading,DM150,0.2,R,G
13/01/2022,09:00:00,Reading,DM150,0.1,R,G
12/01/2022,16:00:00,Reading,DM150,0,R,P
12/01/2022,15:30:00,Reading,DM150,0.1,R,G
12/01/2022,15:00:00,Reading,DM150,0.2,R,G
12/01/2022,14:30:00,Reading,DM150,0.3,R,G
12/01/2022,14:00:00,Reading,DM150,0.4,R,G
12/01/2022,13:30:00,Reading,DM150,0.5,R,G
12/01/2022,13:00:00,Reading,DM150,0.5,R,G
12/01/2022,12:30:00,Reading,DM150,0.6,R,G
12/01/2022,12:00:00,Reading,DM150,0.6,R,G
12/01/2022,11:30:00,Reading,DM150,0.6,R,G
12/01/2022,11:00:00,Reading,DM150,0.5,R,G
12/01/2022,10:30:00,Reading,DM150,0.4,R,G
12/01/2022,10:00:00,Reading,DM150,0.3,R,G
12/01/2022,09:30:00,Reading,DM150,0.2,R,G
12/01/2022,09:00:00,Reading,DM150,0.1,R,G
11/01/2022,15:30:00,Reading,DM150,0,R,G
11/01/2022,15:00:00,Reading,DM150,0.1,R,G
11/01/2022,14:30:00,Reading,DM150,0.1,R,G
11/01/2022,14:00:00,Reading,DM150,0.1,R,G
11/01/2022,13:30:00,Reading,DM150,0.2,R,G
11/01/2022,13:00:00,Reading,DM150,0.2,R,G
11/01/2022,12:30:00,Reading,DM150,0.3,R,G
11/01/2022,12:00:00,Reading,DM150,0.3,R,G
11/01/2022,11:30:00,Reading,DM150,0.3,R,G
11/01/2022,11:00:00,Reading,DM150,0.2,R,G
11/01/2022,10:30:00,Reading,DM150,0.2,R,G
11/01/2022,10:00:00,Reading,DM150,0.1,R,G
11/01/2022,09:30:00,Reading,DM150,0.1,R,G
11/01/2022,09:00:00,Reading,DM150,0.1,R,G
10/01/2022,15:30:00,Reading,DM150,0,R,G
10/01/2022,15:00:00,Reading,DM150,0.1,R,G
10/01/2022,14:30:00,Reading,DM150,0.1,R,G
10/01/2022,14:00:00,Reading,DM150,0.1,R,G
10/01/2022,13:30:00,Reading,DM150,0.1,R,G
10/01/2022,13:00:00,Reading,DM150,0.2,R,G
10/01/2022,12:30:00,Reading,DM150,0.2,R,G
10/01/2022,12:00:00,Reading,DM150,0.3,R,G
10/01/2022,11:30:00,Reading,DM150,0.2,R,G
10/01/2022,11:00:00,Reading,DM150,0.2,R,G
10/01/2022,10:30:00,Reading,DM150,0.2,R,G
10/01/2022,10:00:00,Reading,DM150,0.1,R,G
10/01/2022,09:30:00,Reading,DM150,0.1,R,G
10/01/2022,09:00:00,Reading,DM150,0,R,G
09/01/2022,15:30:00,Reading,DM150,0,R,G
09/01/2022,15:00:00,Reading,DM150,0.1,R,G
09/01/2022,14:30:00,Reading,DM150,0.2,R,G
09/01/2022,14:00:00,Reading,DM150,0.3,R,G
09/01/2022,13:30:00,Reading,DM150,0.4,R,G
09/01/2022,13:00:00,Reading,DM150,0.5,R,G
09/01/2022,12:30:00,Reading,DM150,0.5,R,G
09/01/2022,12:00:00,Reading,DM150,0.5,R,G
09/01/2022,11:30:00,Reading,DM150,0.5,R,G
09/01/2022,11:00:00,Reading,DM150,0.4,R,G
09/01/2022,10:30:00,Reading,DM150,0.3,R,G
09/01/2022,10:00:00,Reading,DM150,0.2,R,G
09/01/2022,09:30:00,Reading,DM150,0.2,R,G
09/01/2022,09:00:00,Reading,DM150,0.1,R,G
08/01/2022,15:30:00,Reading,DM150,0,R,G
08/01/2022,15:00:00,Reading,DM150,0.1,R,G
08/01/2022,14:30:00,Reading,DM150,0.1,R,G
08/01/2022,14:00:00,Reading,DM150,0.1,R,G
08/01/2022,13:30:00,Reading,DM150,0.3,R,G
08/01/2022,13:00:00,Reading,DM150,0.1,R,G
08/01/2022,12:30:00,Reading,DM150,0.1,R,G
08/01/2022,12:00:00,Reading,DM150,0.1,R,G
08/01/2022,11:30:00,Reading,DM150,0.1,R,G
08/01/2022,11:00:00,Reading,DM150,0.1,R,G
08/01/2022,10:30:00,Reading,DM150,0.1,R,G
08/01/2022,10:00:00,Reading,DM150,0.1,R,G
08/01/2022,09:30:00,Reading,DM150,0.1,R,G
08/01/2022,09:00:00,Reading,DM150,0,R,G
07/01/2022,15:30:00,Reading,DM150,0,R,M
07/01/2022,15:00:00,Reading,DM150,0,R,G
07/01/2022,14:30:00,Reading,DM150,0.1,R,G
07/01/2022,14:00:00,Reading,DM150,0.1,R,G
07/01/2022,13:30:00,Reading,DM150,0.1,R,G
07/01/2022,13:00:00,Reading,DM150,0.2,R,G
07/01/2022,12:30:00,Reading,DM150,0.2,R,G
07/01/2022,12:00:00,Reading,DM150,0.3,R,G
07/01/2022,11:30:00,Reading,DM150,0.3,R,G
07/01/2022,11:00:00,Reading,DM150,0.3,R,G
07/01/2022,10:30:00,Reading,DM150,0.3,R,M
07/01/2022,10:00:00,Reading,DM150,0.2,R,G
07/01/2022,09:30:00,Reading,DM150,0.1,R,G
07/01/2022,09:00:00,Reading,DM150,0.1,R,G
06/01/2022,15:30:00,Reading,DM150,0,R,G
06/01/2022,15:00:00,Reading,DM150,0,R,G
06/01/2022,14:30:00,Reading,DM150,0.1,R,G
06/01/2022,14:00:00,Reading,DM150,0.1,R,G
06/01/2022,13:30:00,Reading,DM150,0.1,R,G
06/01/2022,13:00:00,Reading,DM150,0.2,R,M
06/01/2022,12:30:00,Reading,DM150,0.3,R,G
06/01/2022,12:00:00,Reading,DM150,0.2,R,G
06/01/2022,11:30:00,Reading,DM150,0.2,R,G
06/01/2022,11:00:00,Reading,DM150,0.2,R,G
06/01/2022,10:30:00,Reading,DM150,0.2,R,G
06/01/2022,10:00:00,Reading,DM150,0.2,R,G
06/01/2022,09:30:00,Reading,DM150,0.2,R,G
06/01/2022,09:00:00,Reading,DM150,0.1,R,G
05/01/2022,15:30:00,Reading,DM150,0.1,R,G
05/01/2022,15:00:00,Reading,DM150,0.1,R,G
05/01/2022,14:30:00,Reading,DM150,0.2,R,G
05/01/2022,14:00:00,Reading,DM150,0.3,R,G
05/01/2022,13:30:00,Reading,DM150,0.4,R,G
05/01/2022,13:00:00,Reading,DM150,0.4,R,G
05/01/2022,12:30:00,Reading,DM150,0.5,R,G
05/01/2022,12:00:00,Reading,DM150,0.5,R,G
05/01/2022,11:30:00,Reading,DM150,0.4,R,P
05/01/2022,11:00:00,Reading,DM150,0.4,R,G
05/01/2022,10:30:00,Reading,DM150,0.3,R,G
05/01/2022,10:00:00,Reading,DM150,0.2,R,G
05/01/2022,09:30:00,Reading,DM150,0.2,R,G
05/01/2022,09:00:00,Reading,DM150,0.1,R,G
04/01/2022,15:30:00,Reading,DM150,0.1,R,P
04/01/2022,15:00:00,Reading,DM150,0.1,R,G
04/01/2022,14:30:00,Reading,DM150,0.2,R,G
04/01/2022,14:00:00,Reading,DM150,0.2,R,G
04/01/2022,13:30:00,Reading,DM150,0.2,R,G
04/01/2022,13:00:00,Reading,DM150,0.2,R,G
04/01/2022,12:30:00,Reading,DM150,0.3,R,G
04/01/2022,12:00:00,Reading,DM150,0.3,R,G
04/01/2022,11:30:00,Reading,DM150,0.3,R,G
04/01/2022,11:00:00,Reading,DM150,0.1,R,G
04/01/2022,10:30:00,Reading,DM150,0.1,R,G
04/01/2022,10:00:00,Reading,DM150,0.1,R,G
04/01/2022,09:30:00,Reading,DM150,0.1,R,G
04/01/2022,09:00:00,Reading,DM150,0,R,G
03/01/2022,15:30:00,Reading,DM150,0,R,P
03/01/2022,15:00:00,Reading,DM150,0.1,R,G
03/01/2022,14:30:00,Reading,DM150,0.1,R,G
03/01/2022,14:00:00,Reading,DM150,0.2,R,G
03/01/2022,13:30:00,Reading,DM150,0.2,R,G
03/01/2022,13:00:00,Reading,DM150,0.2,R,G
03/01/2022,12:30:00,Reading,DM150,0.3,R,G
03/01/2022,12:00:00,Reading,DM150,0.3,R,G
03/01/2022,11:30:00,Reading,DM150,0.3,R,G
03/01/2022,11:00:00,Reading,DM150,0.3,R,G
03/01/2022,10:30:00,Reading,DM150,0.2,R,G
03/01/2022,10:00:00,Reading,DM150,0.2,R,G
03/01/2022,09:30:00,Reading,DM150,0.1,R,G
03/01/2022,09:00:00,Reading,DM150,0.1,R,G
02/01/2022,15:30:00,Reading,DM150,0,R,G
02/01/2022,15:00:00,Reading,DM150,0.1,R,G
02/01/2022,14:30:00,Reading,DM150,0.1,R,G
02/01/2022,14:00:00,Reading,DM150,0.1,R,G
02/01/2022,13:30:00,Reading,DM150,0.1,R,G
02/01/2022,13:00:00,Reading,DM150,0.1,R,G
02/01/2022,12:30:00,Reading,DM150,0.2,R,G
02/01/2022,12:00:00,Reading,DM150,0.3,R,G
02/01/2022,11:30:00,Reading,DM150,0.4,R,G
02/01/2022,11:00:00,Reading,DM150,0.2,R,G
02/01/2022,10:30:00,Reading,DM150,0.2,R,G
02/01/2022,10:00:00,Reading,DM150,0.2,R,G
02/01/2022,09:30:00,Reading,DM150,0.1,R,G
02/01/2022,09:00:00,Reading,DM150,0.1,R,G
01/01/2022,15:30:00,Reading,DM150,0,R,P
01/01/2022,15:00:00,Reading,DM150,0,R,G
01/01/2022,14:30:00,Reading,DM150,0.1,R,G
01/01/2022,14:00:00,Reading,DM150,0.1,R,G
01/01/2022,13:30:00,Reading,DM150,0.2,R,G
01/01/2022,13:00:00,Reading,DM150,0.1,R,G
01/01/2022,12:30:00,Reading,DM150,0.1,R,G
01/01/2022,12:00:00,Reading,DM150,0.1,R,G
01/01/2022,11:30:00,Reading,DM150,0.1,R,G
01/01/2022,11:00:00,Reading,DM150,0.3,R,G
01/01/2022,10:30:00,Reading,DM150,0.3,R,G
01/01/2022,10:00:00,Reading,DM150,0.2,R,G
